2998_74478,2994_88778,2991_03079,2987_17379,2983_3168,2979_45981,2975_60281,2971_74582,2967_88882,2964_03183,2960_17484,2956_31784,2952_46085,2948_60385,2944_74686,2940_88986,2937_03287,2933_17588,2929_31888,2925_46189,2921_60489,2917_7479,2913_89091,2910_03391,2906_17692,2902_31992,2898_46293,2894_60594,2890_74894,2886_89195,2883_03495,2879_17796,2875_32096,2871_46397,2867_60698,2863_74998,2859_89299,2856_03599,2852_179,2848_32201,2844_46501,2840_60802,2836_75102,2832_89403,2829_03703,2825_18004,2821_32305,2817_46605,2813_60906,2809_75206,2805_89507,2802_03808,2798_18108,2794_32409,2790_46709,2786_6101,2782_7531,2778_89611,2775_03912,2771_18212,2767_32513,2763_46813,2759_61114,2755_75415,2751_89715,2748_04016,2744_18316,2740_32617,2736_46917,2732_61218,2728_75519,2724_89819,2721_0412,2717_1842,2713_32721,2709_47022,2705_61322,2701_75623,Class
0.02116,0.0272,0.03328,0.03937,0.0454,0.05141,0.05784,0.06502,0.07317,0.08253,0.09301,0.10425,0.1158,0.12714,0.13777,0.14707,0.15461,0.16019,0.16364,0.16485,0.16397,0.161,0.15593,0.14889,0.14029,0.13052,0.12011,0.10981,0.10031,0.09188,0.08461,0.07844,0.07307,0.0681,0.06314,0.05788,0.05212,0.04581,0.0392,0.03262,0.0264,0.02069,0.01553,0.01098,0.0071,0.004,0.00184,0.0005,0,0.00012,0.00066,0.0014,0.0021,0.00258,0.00275,0.00259,0.00216,0.00161,0.00113,0.00073,0.00041,0.00024,0.00018,0.00025,0.00027,0.00025,0.00024,0.00033,0.00063,0.00118,0.00187,0.00257,0.00308,0.0033,0.00325,0.003,0.00262,0.00222,N
0.04675,0.05186,0.05669,0.06211,0.06879,0.07623,0.08447,0.09291,0.10102,0.10917,0.11792,0.12824,0.14004,0.15213,0.16391,0.17403,0.18152,0.18598,0.18722,0.18546,0.18052,0.17244,0.16211,0.15052,0.13903,0.1287,0.12017,0.1133,0.10699,0.10092,0.0951,0.08922,0.08322,0.07662,0.06913,0.0607,0.05185,0.04362,0.03639,0.03011,0.02508,0.02152,0.01943,0.01841,0.01827,0.0187,0.01885,0.01814,0.01666,0.01475,0.01273,0.01074,0.00892,0.00754,0.00646,0.00528,0.00402,0.00299,0.00221,0.00186,0.00172,0.0017,0.0019,0.00253,0.00377,0.0059,0.00848,0.01083,0.01244,0.01337,0.01341,0.01211,0.00953,0.00634,0.0038,0.00245,0.00204,0.0026,N
0.03019,0.03732,0.04458,0.05161,0.05824,0.06479,0.07167,0.07866,0.08582,0.09361,0.10228,0.11186,0.12234,0.13418,0.14763,0.16084,0.17191,0.1796,0.18323,0.1821,0.1761,0.16628,0.154,0.13985,0.12481,0.11064,0.09905,0.09003,0.08305,0.07755,0.07359,0.07065,0.06765,0.06407,0.05948,0.05306,0.04494,0.03594,0.02749,0.02013,0.01385,0.00875,0.00495,0.00233,0.00086,0.00036,0.00031,0.00049,0.00103,0.00163,0.00224,0.00265,0.00257,0.00196,0.00099,0.00052,0.00086,0.00168,0.00293,0.00449,0.00589,0.00657,0.00667,0.0061,0.00455,0.00268,0.0017,0.00214,0.00375,0.0065,0.0103,0.0138,0.01606,0.01725,0.01759,0.01696,0.01549,0.01412,N
0.01766,0.02377,0.02978,0.03529,0.04026,0.04522,0.05041,0.05599,0.06188,0.0676,0.07321,0.07895,0.08516,0.09197,0.09909,0.10638,0.11272,0.11673,0.11779,0.11561,0.1104,0.10298,0.09447,0.08583,0.07762,0.07017,0.06361,0.05755,0.05199,0.04713,0.04276,0.03886,0.03572,0.03323,0.03098,0.02822,0.02487,0.02072,0.0157,0.01067,0.00638,0.00336,0.00207,0.00217,0.00301,0.0036,0.00357,0.00309,0.00239,0.00217,0.00314,0.00527,0.00775,0.00969,0.01025,0.00911,0.00697,0.0048,0.00323,0.00256,0.00284,0.00371,0.0042,0.00405,0.00354,0.00293,0.0026,0.00257,0.00278,0.00312,0.00321,0.00297,0.00256,0.00213,0.002,0.00203,0.00223,0.00251,N
0.02275,0.03441,0.04725,0.06091,0.07446,0.08666,0.09663,0.10407,0.11009,0.11631,0.12433,0.13569,0.15049,0.16824,0.18775,0.20709,0.22411,0.23643,0.24156,0.23802,0.22585,0.20723,0.18539,0.16312,0.14273,0.12642,0.11497,0.10749,0.10244,0.099,0.09576,0.09115,0.08445,0.07558,0.06524,0.05421,0.04254,0.03079,0.01998,0.0118,0.00657,0.00318,0.00162,0.00162,0.00193,0.00171,0.00124,0.00109,0.00126,0.00134,0.00133,0.00165,0.00294,0.00523,0.00758,0.00905,0.00957,0.00898,0.00697,0.00455,0.00287,0.00207,0.00162,0.00096,0.00076,0.00162,0.00371,0.00681,0.01016,0.01314,0.01555,0.01664,0.01643,0.01562,0.01463,0.01284,0.00998,0.00675,N
0.03109,0.04301,0.05582,0.06925,0.08248,0.09446,0.10442,0.11208,0.11843,0.12485,0.13273,0.14343,0.15701,0.17306,0.19053,0.20777,0.22291,0.23388,0.23852,0.23556,0.22502,0.2088,0.1897,0.17014,0.15211,0.13752,0.12705,0.11992,0.11482,0.11101,0.1073,0.10229,0.09539,0.0865,0.07625,0.06531,0.05372,0.04198,0.03096,0.02211,0.01573,0.01082,0.00724,0.00511,0.00357,0.00207,0.00089,0.00046,0.00069,0.00101,0.00118,0.00172,0.00316,0.00545,0.00775,0.00914,0.00961,0.00903,0.00709,0.00469,0.00292,0.00193,0.00126,0.00055,0.00043,0.00142,0.00359,0.00669,0.01005,0.01301,0.01533,0.01642,0.01627,0.01553,0.01452,0.01274,0.00987,0.00659,N
0.03198,0.0376,0.0437,0.05004,0.05608,0.06181,0.06754,0.0737,0.08075,0.08901,0.09854,0.10887,0.11929,0.12932,0.13848,0.14632,0.15246,0.15692,0.15973,0.16086,0.16019,0.15758,0.15298,0.14632,0.13789,0.12867,0.11953,0.11105,0.10352,0.09706,0.09146,0.08622,0.08099,0.07564,0.06993,0.06374,0.05714,0.05038,0.04357,0.03676,0.03027,0.02449,0.0196,0.01557,0.01246,0.01028,0.00873,0.00756,0.00685,0.0066,0.00655,0.00644,0.00619,0.00579,0.00522,0.0045,0.00367,0.00273,0.00176,0.00099,0.0006,0.00057,0.00074,0.00087,0.00087,0.00077,0.00063,0.00071,0.00128,0.00225,0.0034,0.00444,0.00523,0.00583,0.00622,0.00647,0.00667,0.00667,N
0.02913,0.03657,0.04533,0.05507,0.06508,0.07485,0.08402,0.09239,0.10014,0.10786,0.11617,0.12553,0.13605,0.14765,0.15977,0.17165,0.18249,0.19126,0.19696,0.1989,0.19671,0.19037,0.18032,0.16758,0.15354,0.1397,0.12741,0.1175,0.11005,0.10465,0.10064,0.09717,0.09351,0.08916,0.08388,0.07762,0.07027,0.06188,0.05273,0.04329,0.0342,0.02609,0.01928,0.01383,0.00956,0.00627,0.00383,0.00207,0.00094,0.00046,0.0005,0.00079,0.00104,0.00118,0.00121,0.0011,0.0009,0.00073,0.00068,0.00073,0.00073,0.00071,0.00066,0.00052,0.00043,0.00062,0.00118,0.002,0.00285,0.00369,0.00441,0.00491,0.00525,0.00557,0.00576,0.00562,0.00511,0.00423,N
0.03477,0.04638,0.05916,0.07204,0.08363,0.09357,0.1024,0.1109,0.12009,0.13073,0.14303,0.15682,0.17145,0.18624,0.20016,0.21221,0.2217,0.22777,0.22992,0.22813,0.22219,0.21212,0.19839,0.18269,0.1671,0.15261,0.13989,0.12958,0.12143,0.1147,0.10859,0.10256,0.0961,0.0886,0.07954,0.06908,0.05787,0.04705,0.0372,0.02834,0.02072,0.01479,0.01018,0.00632,0.00346,0.00186,0.00111,0.00076,0.00071,0.00105,0.00195,0.00308,0.004,0.00458,0.00509,0.00569,0.00586,0.00543,0.00488,0.00414,0.00293,0.00161,0.00079,0.00066,0.00108,0.00207,0.00365,0.00565,0.00786,0.00987,0.01126,0.01205,0.01246,0.01231,0.01138,0.00987,0.00823,0.00635,N
0.02369,0.02871,0.03348,0.03917,0.04668,0.05535,0.06524,0.07551,0.08545,0.09556,0.1066,0.11991,0.13536,0.15131,0.16696,0.18046,0.19048,0.19648,0.19821,0.19595,0.18947,0.17882,0.16522,0.15001,0.13505,0.1218,0.11112,0.10282,0.0954,0.08843,0.08192,0.07544,0.06891,0.06167,0.05335,0.04385,0.03391,0.02491,0.01741,0.0115,0.0073,0.00486,0.00403,0.00421,0.00521,0.00674,0.00785,0.00813,0.00747,0.00637,0.00523,0.00413,0.00325,0.00295,0.00315,0.00326,0.00309,0.00293,0.00269,0.00264,0.00257,0.00241,0.00253,0.00317,0.00452,0.00699,0.01006,0.01294,0.01497,0.01619,0.01631,0.01473,0.01158,0.00776,0.00475,0.00313,0.00248,0.00285,N
0.02714,0.03122,0.03526,0.03904,0.0425,0.04604,0.04977,0.05329,0.05686,0.06104,0.06559,0.07044,0.07556,0.08095,0.08694,0.0935,0.10011,0.106,0.10938,0.10908,0.10462,0.09713,0.08904,0.08184,0.07562,0.0702,0.06458,0.05872,0.05328,0.04942,0.04786,0.04776,0.0474,0.04582,0.04247,0.03789,0.03263,0.02707,0.02191,0.01785,0.01471,0.01214,0.00986,0.00787,0.00599,0.00443,0.00359,0.00372,0.00432,0.00457,0.00416,0.00341,0.00268,0.0024,0.00221,0.00158,0.00095,0.00096,0.002,0.004,0.00621,0.00791,0.00837,0.00724,0.00531,0.00364,0.00295,0.00346,0.005,0.00734,0.00989,0.01222,0.01397,0.01472,0.01447,0.0138,0.01303,0.01223,N
0.03622,0.04166,0.04681,0.05151,0.05548,0.05884,0.06181,0.06444,0.06699,0.07006,0.0742,0.0799,0.08714,0.09587,0.10592,0.11621,0.12539,0.13212,0.13501,0.13371,0.12856,0.12062,0.1114,0.10166,0.09207,0.08353,0.07655,0.07154,0.06837,0.06649,0.06518,0.06354,0.06125,0.05833,0.05468,0.04989,0.04398,0.03755,0.03109,0.0248,0.01871,0.01331,0.00896,0.00529,0.00266,0.00137,0.001,0.0009,0.00068,0.00082,0.00119,0.00122,0.00108,0.00123,0.00177,0.00239,0.0031,0.0039,0.00432,0.00405,0.00329,0.00272,0.00254,0.00256,0.00291,0.00373,0.00511,0.00673,0.00813,0.00942,0.01063,0.01177,0.01258,0.01283,0.01229,0.0105,0.00764,0.0046,N
0.03512,0.04303,0.05137,0.05903,0.06511,0.06956,0.07288,0.0762,0.08105,0.08793,0.0968,0.10753,0.1198,0.13314,0.14689,0.16017,0.17177,0.18012,0.18398,0.18299,0.17749,0.16806,0.15572,0.14195,0.12804,0.11522,0.1042,0.09565,0.08989,0.08609,0.08348,0.08118,0.07812,0.07389,0.06829,0.06188,0.05515,0.04741,0.03868,0.02967,0.02117,0.01378,0.00804,0.0045,0.00289,0.00216,0.00174,0.00168,0.00181,0.00177,0.00178,0.00227,0.00313,0.00376,0.00389,0.00383,0.00369,0.00324,0.00291,0.00297,0.00316,0.00294,0.00239,0.00201,0.00215,0.00276,0.00399,0.00592,0.00845,0.01123,0.01363,0.01518,0.0156,0.01464,0.01245,0.00981,0.00752,0.00565,N
0.03253,0.04365,0.05565,0.06805,0.08073,0.09303,0.10357,0.11144,0.11702,0.12177,0.12727,0.1349,0.14617,0.16126,0.17881,0.19682,0.21329,0.2252,0.22983,0.2261,0.21486,0.19824,0.17902,0.16018,0.14396,0.13095,0.12164,0.11602,0.11286,0.11019,0.10679,0.102,0.09519,0.08624,0.07585,0.06502,0.05407,0.04293,0.03263,0.02399,0.01711,0.01188,0.00822,0.00584,0.00419,0.0027,0.00146,0.00098,0.00101,0.00098,0.00123,0.00219,0.00411,0.00664,0.00911,0.01096,0.01138,0.01014,0.00794,0.00546,0.00341,0.00204,0.00129,0.00074,0.00033,0.00077,0.00231,0.00475,0.00793,0.01141,0.01438,0.01601,0.01626,0.01557,0.01398,0.0114,0.00829,0.00544,N
0.03952,0.04586,0.05106,0.05565,0.06007,0.06468,0.06907,0.07265,0.07564,0.07847,0.0822,0.08792,0.09645,0.10786,0.121,0.13429,0.14599,0.15429,0.15806,0.15659,0.15026,0.1403,0.12828,0.11592,0.10427,0.09437,0.08681,0.08152,0.0782,0.07599,0.07436,0.07296,0.07102,0.06829,0.06416,0.05846,0.05146,0.04338,0.03551,0.02852,0.02226,0.01649,0.01126,0.00721,0.00428,0.0025,0.00215,0.00275,0.00368,0.00429,0.0043,0.00391,0.00334,0.00319,0.00354,0.00478,0.00661,0.00796,0.00815,0.00739,0.00624,0.00499,0.00406,0.00428,0.00541,0.00689,0.00846,0.01021,0.012,0.01339,0.01459,0.01593,0.01749,0.0186,0.01828,0.01628,0.01302,0.00914,N
0.03802,0.04479,0.05033,0.05521,0.05993,0.06486,0.06956,0.07339,0.0766,0.07964,0.08367,0.08987,0.09914,0.11154,0.12583,0.14031,0.15306,0.16212,0.16628,0.16475,0.15795,0.14722,0.13425,0.12093,0.1084,0.09777,0.08969,0.0841,0.08065,0.07842,0.07684,0.07551,0.0736,0.07086,0.0666,0.06064,0.05328,0.04476,0.03647,0.02916,0.02264,0.01667,0.01133,0.00727,0.00435,0.00263,0.00235,0.00303,0.00402,0.00463,0.00465,0.00426,0.00367,0.0035,0.00386,0.00513,0.00702,0.00837,0.00847,0.00756,0.00624,0.00482,0.00376,0.00395,0.00515,0.00674,0.00843,0.01034,0.01229,0.01382,0.01516,0.01665,0.0184,0.01968,0.0194,0.01732,0.01388,0.00978,N
